lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype,audio,,,
vastus,vastus,vastaus,answer,vástádus,svar,svar,Antwort,N,YYY,https://synaq.org/priv/heli/ev/0001n-o-02115.mp3,,,
vatukuur’,vahukoor,kermavaahto,whipped cream,kermavaahto_SME,krem,kremfløte,vispgrädde,geschlagene Sahne,Schlagsahne,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001v-vana-vargus-00399.mp3,
veeränd',veerand,vartti,quarter,goartil,kvart,kvart,kvart_DEU,N,AMOUNT,https://synaq.org/priv/heli/ev/0001n-o-00458.mp3,,,
veeränd',veerand,vartti,quarter,kvárta,kvarter,kvarter_SWE,kvarter_DEU,N,TIME_DUR,https://synaq.org/priv/heli/ev/0001n-o-00458.mp3,,,
veidüq,vähe,vähän,bit,binná,bit,bit_SWE,bit_DEU,N,AMOUNT,https://synaq.org/priv/heli/ev/0001k-ka-ke-01434.mp3,,,
vein’,vein,viini,wine,viidni,vin,vin,Wein,N,DRINK,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00552.mp3,,,
veli,vend,veli,brother,viellja,bror,bror,Bruder,N,FAMILY,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00568.mp3,,,
verepruuv',vereproov,verinäyte,blood sample,varračájánas,blodprøve,blodprøve_SWE,blodprøve_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00678.mp3,,,
veri,veri,veri,blood,varra,blod,blod,blod_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00700.mp3,,,
verrev piit’,punapeet,punajuuri,beetroot,ruksesruohtas,rødbete,rödbeta,Rote bete,Rote Rübe,N,FOOD_DISH,FOOD_GROCERY,,
verrev,punane,punainen,red,ruoksat,rød,röd,rød_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001k-ke-ko-02252.mp3,,,
vesi,vesi,vesi,water,čáhci,vann,vatten,Wasser,N,DRINK,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00732.mp3,,,
vest',vest,liivi,vest,liiva,vest,vest_SWE,vest_DEU,N,CLOTHING,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00788.mp3,,,
vihastama,vihastama,vihastua,get angry,moaráskit,bli sint,bli arg,sich ärgern,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001r-00132.mp3,,
vihm,vihm,sade,rain,arvi,regn,regn,regn_DEU,N,WEATHER,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00974.mp3,,,
vihma sadama,vihma sadama,sataa,rain,arvit,regne,regna,regnen,V,WEATHER_V,,,,
vihmanõ,vihmane,sateinen,rainy,arvves,regnfull,regnig,regnfull_DEU,A,WEATHER_A,https://synaq.org/priv/heli/ev/0001s-sa-so-00318.mp3,,,
viimäne,viimane,viimeinen,last,maŋimuš,siste,sista,siste_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001l-02965.mp3,,,
viinamar’aq,viinamarjad,viinirypäleet,grapes,viidnemuorjjit,druer,vindruer,vindruvor,druvor,Trauben,N,FOOD_DISH_PL,FOOD_GROCERY_PL,
viiol',viiul,viulu,violin,fidjol,fiolin,fiol,fiolin_DEU,N,INSTRUMENT,https://synaq.org/priv/heli/ev/0001v-vari-vunk-01204.mp3,,,
viir',äär,reuna,edge,ravda,kant,kant_SWE,kant_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001item0830.mp3,,,
viis',viis,viisi,five,vihtta,fem,fem,fünf,Num,mCARD_VERYSMALL,https://synaq.org/priv/heli/ev/0001k-ke-ko-02232.mp3,,,
viisadang,kosk,koski,waterfall,gorži,foss,fors,foss_DEU,N,NATURE_WATER,https://synaq.org/priv/heli/ev/0001k-ke-ko-02991.mp3,,,
viiviir',rand,ranta,shore,gáddi,bredd,brädd,bredd_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/0001k-ka-ke-00762.mp3,,,
vikakaar',vikerkaar,sateenkaari,rainbow,arvedávgi,regnbue,regnbåge,regnbue_DEU,N,WEATHER,https://synaq.org/priv/heli/ev/0001v-vari-vunk-01252.mp3,,,
vilistämä,vilistama,viheltää,whistle,njurggodit,plystre,vissla,pfeifen,V,BODY_V,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00962.mp3,,,
vill,vill,villa,wool,ullu,ull,ylle,ull_DEU,N,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001v-vari-vunk-01394.mp3,,,
viläterä,viljatera,jyvä,grain,gordni,korn,korn,korn_DEU,N,PLANT,,,,
vinne kiil',vene keel,venäjä,Russian language,ruoššagiella,russisk språk,ryska,russisch,N,LANGUAGE,,,,
vioauto,veoauto,kuorma-auto,lorry,guorbmebiila,lastebil,lastbil,lastebil_DEU,N,VEHICLE,,,,
virmalisõq,virmalised,revontuli,northern light,guovssahasat,nordlys,norrsken,nordlys_DEU,N,WEATHER_PL,,,,
vanatütrik,vanatüdruk,vanhapiika,spinster,boaresnieida,peppermø,gammal fröken,peppermø_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001v-vana-vargus-00916.mp3,,,
vorst',vorst,makkara,sausage,márfi,pølse,korv,Wurst,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001v-vari-vunk-01941.mp3,,,
vähä,veidi,vähän,a little bit,veaháš,litt,lite,litt_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001n-o-00327.mp3,,,
vähämbält,vähemalt,vähintään,at least,unnimusat,minst,minst,minst_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00692.mp3,,,
väiku lats',väikelaps,lapsonen,small child,mánáš,lite barn,litet barn,lite barn_DEU,N,OTHERS,,,,
väiku,väike,pieni,small,uhcci,liten,liten,liten_DEU,A,CITY,https://synaq.org/priv/heli/ev/0001m-01534.mp3,,,
väits',nuga,veitsi,knife,niibi,kniv,kniv,kniv_DEU,N,KITCHEN,https://synaq.org/priv/heli/ev/0001n-o-01080.mp3,,,
vällänägemine,välimus,ulkonäkö,appearance,hápmi,utseende,utseende,utseende_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001b-d-01071.mp3,,,
väläuss',välisuks,ulko-ovi,front door,olgouksa,ytterdør,ytterdörr,ytterdør_DEU,N,ROOMPART,,,,
väreht',värav,veräjä,gateway,verrát,grind,grind_SWE,grind_DEU,N,CONSTRUCTION,https://synaq.org/priv/heli/ev/0001p-pa-po-03243.mp3,,,
värisemä,värisema,täristä,shake,doarggistit,riste,riste_SWE,riste_DEU,V,BODY_V,https://synaq.org/priv/heli/ev/0001v-vana-vargus-00166.mp3,,,
värm',värv,väri,colour,fearga,farge,färg,farge_DEU,N,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001j-00659.mp3,,,
värm'mä,värvima,värittää,colourise,ivdnet,fargelegge,färga,kolorieren,V,SCHOOL_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-00307.mp3,,,
väsümä,väsima,väsyä,get tired,váibat,bli trøtt,tröttna,ermüden,V,HUM_V,https://synaq.org/priv/heli/ev/0001r-01116.mp3,,,
väsünüq,väsinud,väsynyt,tired,váibbas,trøtt,trött,trøtt_DEU,A,HUM_A,,,,
väärtüs,väärtus,arvo,value,árvu,verdi,värde,verdi_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001k-ko-ky-01005.mp3,,,
väü,väi,vävy,godson,vivva,svigersønn,svärson,Schwiegersohn,N,FAMILY,,,,
võid,või,voi,butter,vuodja,smør,smör,Butter,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00114.mp3,,,
võidleib,võileib,voileipä,sandwich,vuodjaláibi,smørbrød,smörgås,smørbrød_DEU,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00166.mp3,,,
võigõlus,võistlus,kilpailu,competition,gilvu,konkurranse,konkurrens,konkurranse_DEU,N,SHOW,https://synaq.org/priv/heli/ev/0001m-00951.mp3,,,
võigõlus,võistlus,kilpailu,competition,gilvvohallan,konkurranse,konkurranse_SWE,konkurranse_DEU,N,SPORT,https://synaq.org/priv/heli/ev/0001m-00951.mp3,,,
võima,võima,voida,could,sáhttit,kunne,kunna,können,V,AUX_V,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00177.mp3,,,
võimalik,võimalik,mahdollinen,possible,vejolaš,mulig,möjlig,mulig_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001p-pa-po-03314.mp3,,,
võimalus,võimalus,mahdollisuus,possibility,liiba,sjanse,möjlighet,sjanse_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-02187.mp3,,,
võistlõma,võistlema,kilpailla,compete,gilvvohallat,konkurrere,tävla,wetteifern,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00256.mp3,,,
võitja,võitja,voittaja,winner,vuoiti,vinner,vinnare,vinner_DEU,N,ACTOR,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00134.mp3,,,
võitma,võitma,voittaa,win,vuoitit,vinne,vinna,gewinnen,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00283.mp3,,,
võlg,võlg,velka,debt,vealgi,gjeld,skuld,gjeld_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001l-00131.mp3,,,
võls'ma,valetama,valehdella,lie,gielistit,lyve,ljuga,lügen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001l-02565.mp3,,,
võrk,võrk,verkko,net,fierbmi,nett,nät,nett_DEU,N,TOOL,https://synaq.org/priv/heli/ev/0001i-00647.mp3,,,
võti,võti,avain,key,čoavdda,nøkkel,nyckel,nøkkel_DEU,N,THING,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-00506.mp3,,,
võtma,võtma,ottaa,take,váldit,ta,ta,nehmen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001n-o-01735.mp3,,,
vüü,vöö,vyö,belt,avvi,belte,bälte,belte_DEU,N,CLOTHING,https://synaq.org/priv/heli/ev/0001v-vunts-vyrtse-01265.mp3,,,
ätik,äädikas,etikka,vinegar,edet,eddik,ättika,Essig,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001item0829.mp3,,,
õdak,õhtu,ilta,evening,eahket,kveld,kväll,kveld_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001item0088.mp3,,,
õgõv,sirge,suora,straight,njuolgat,rett,rätt,rett_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001l-01694.mp3,,,
õigus,õigus,oikeus,right,riekti,rettighet,rättighet,rettighet_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001item0218.mp3,,,
õigus,õigus,oikeus,right,vuoigatvuohta,rettighet,rättighet,rettighet_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001item0218.mp3,,,
õigõ,õige,oikea,real,riekta,riktig,riktig,riktig_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/000101731.mp3,,,
õkva,otse,suoraan,directly,jalga,helt og holdent,helt og holdent_SWE,helt og holdent_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001j-00400.mp3,,,
õli,õli,öljy,oil,olju,olje,olja,olje_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001item0290.mp3,,,
õnn',õnn,onni,luck,lihkku,lykke,lycka,lykke_DEU,N,ACTION,https://synaq.org/priv/heli/ev/0001item0344.mp3,,,
õnnõ,ainult,vain,only,dušše,bare,bara,bare_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/000100300.mp3,,,
õnnõdu,õnnetu,onneton,unhappy,lihkoheapme,ulykkelig,olycklig,ulykkelig_DEU,A,HUM_A,https://synaq.org/priv/heli/ev/0001item0362.mp3,,,
õnnõtus,õnnetus,onnettomuus,accident,lihkohisvuohta,ulykke,olycka,ulykke_DEU,N,ACTION,https://synaq.org/priv/heli/ev/000101893.mp3,,,
ülikuul',ülikool,yliopisto,university,universitehta,universitet,universitet,universitet_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001item1671.mp3,,,
üliopilanõ,üliõpilane,opiskelija,student,studeanta,student,studerande,student_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001item1696.mp3,,,
ümbre käümä,pöörlema,pyöriä,rotate,jorrat,dreie rundt,rulla,drehen,V,BODY_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-01833.mp3,,,
ümbrepandja,tõlk,tulkki,interpreter,dulka,tolk,tolk,Dolmetscher,N,PROFESSION,https://synaq.org/priv/heli/ev/40001t-turist-p22lek2yj2-00388.mp3,,,
üsk,süli,syli,lap,aski,fang,knä,fang_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001r-02596.mp3,,,
ütesä,üheksa,yhdeksän,nine,ovcci,ni,nio,neun,Num,mCARD_SMALL,,,,
ütlemä,ütlema,sanoa,say,dadjat,si,säga,sagen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001i-00790.mp3,,,
üts'kõrd,ükskord,kerran,once,oktii,en gang,en gång,en gang_DEU,Adv,TIME_ADV,https://synaq.org/priv/heli/ev/0001item1287.mp3,,,
üü,öö,yö,night,idja,natt,natt,natt_DEU,N,TIME_DUR,https://synaq.org/priv/heli/ev/0001item0903.mp3,,,
üüd olõma,ööbima,yöpyä,stay overnight,idjadit,overnatte,övernatta,übernachten,V,TRAVEL_V,https://synaq.org/priv/heli/ev/0001item0906.mp3,,,
üükakk,öökull,pöllö,owl,skuolfi,ugle,ugle_SWE,ugle_DEU,N,BIRD,https://synaq.org/priv/heli/ev/0001item0915.mp3,,,
